area_id,area_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
124011452,Katoomba - Leura,164.8,179.7,157,130.5,107.5,117,79.6,76.6,73.8,94.3,102.9,118.9,1424.6
115011559,Kellyville,90.3,121.8,89.3,81.9,72.2,69.9,42.5,50.7,49.4,61.5,83.9,67.3,874.7
118021564,Kensington (NSW),115.7,132,150.4,122.9,124.2,161.6,84.4,91.7,66.8,82.5,97.9,79.9,1315.1
102011034,Kincumber - Picketts Valley,130.3,160.8,157.6,133.7,125.7,149.8,70,75.2,72.9,87.7,97.6,95.6,1341.9
118021565,Kingsford,115.7,132,150.4,122.9,124.2,161.6,84.4,91.7,66.8,82.5,97.9,79.9,1315.1
119021364,Kingsgrove (North) - Earlwood,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
119041377,Kingsgrove (South) - Bardwell Park,80,104.9,111.1,102.4,93.2,111.1,80.2,65.7,55.5,63.3,68.2,73.6,1007.7
124031462,Kingswood - Werrington,62.7,64.9,90,39.2,40.4,42.3,49.5,30.7,45,65.9,67.3,68.9,671.8
119041378,Kogarah,92.8,101.2,117.2,107.6,100.7,111.8,85.6,70.8,60.6,69.9,75.6,74.4,1078
119041379,Kogarah Bay - Carlton - Allawah,92.8,101.2,117.2,107.6,100.7,111.8,85.6,70.8,60.6,69.9,75.6,74.4,1078
115031300,Kurrajong Heights - Ebenezer,142.8,142.2,112,76.1,70.2,71.2,37.1,55.9,50,78.2,88.1,86.9,1014.5
102021050,Lake Munmorah - Mannering Park,88.9,124.8,145.5,127.8,103.2,138,73.4,75,66.7,84,93.4,84.1,1222.9
119021573,Lakemba,78,115.2,95.1,94.8,73,107.2,57.3,61.8,48.1,63.2,73.8,64.1,972.5
116011307,Lalor Park - Kings Langley,102.2,116,111.2,73.1,65.4,80.5,43.6,54.3,46.6,70.3,80.2,73.1,913.8
121011400,Lane Cove - Greenwich,98.7,164.6,140.7,92.8,93.8,128,76.1,77.5,51.2,88.4,100.9,78.4,1198.2
124011453,Lawson - Hazelbrook - Linden,144.5,160.3,139.8,108.6,92.9,95.1,75.7,70,67.3,81.9,103.8,116.7,1271
120021388,Leichhardt - Annandale,94,105.3,115.2,106.4,98,105.3,83.5,67.1,55.9,70.4,73.6,78,1069.8
116031316,Lethbridge Park - Tregear,76.2,89.6,52.5,48.6,38.6,45.1,27.5,22.3,32.5,41.3,65.7,62.9,619.9
123021441,Leumeah - Minto Heights,62.5,107.1,68.1,42.4,56.6,52.6,39.6,41,50.6,53.8,72.3,63.8,701.7
125011586,Lidcombe,96,103.9,113.2,83.1,69.1,86.3,48.1,65.2,47.7,71.1,81.5,71.3,928.8
128011605,Lilli Pilli - Port Hacking - Dolans Bay,86.4,99.4,80.9,60.2,54.4,76.7,45.7,63.2,55.5,87.7,90.7,72.7,912
120021389,Lilyfield - Rozelle,94,105.3,115.2,106.4,98,105.3,83.5,67.1,55.9,70.4,73.6,78,1069.8
121031408,Lindfield - Roseville,123.9,136.3,142.1,115.4,108.3,123.2,85.1,77.6,67.2,82.4,91.2,91.6,1241.1
103031070,Lithgow,94.3,83.8,83.9,62.7,63,67.6,67.6,63.4,58.9,67.7,70,76.1,861.8
103031071,Lithgow Region,94.3,83.8,83.9,62.7,63,67.6,67.6,63.4,58.9,67.7,70,76.1,861.8
127031598,Liverpool,52.6,153.6,65.7,59.6,53.9,76.3,34.8,22.4,35.6,54,74.6,65.9,764
128021608,Loftus - Yarrawarrah,87.8,122.2,122,117.7,102.5,120.2,64.9,68.2,55.3,68.2,91.4,76,1096.9
127031599,Lurnea - Cartwright,97.6,94.9,101.1,85.3,67.2,71.3,40.2,56.1,45.6,61.6,78.3,67.4,856.3
123021442,Macquarie Fields - Glenfield,75,108.1,68.9,85,69.1,66.8,44.8,62.5,42,53.9,75.8,67.2,838.9
126021500,Macquarie Park - Marsfield,75,108.1,68.9,85,69.1,66.8,44.8,62.5,42,53.9,75.8,67.2,838.9
118021350,Malabar - La Perouse - Chifley,92.8,105.4,114.9,116.9,119.3,129.1,79.1,74,69,68,79.6,72.8,1119.8
122011419,Manly - Fairlight,115.9,113.8,126.3,138.6,119.7,102.6,97.9,72.7,70.9,73.1,86,85.9,1225.6
122031430,Manly Vale - Allambie Heights,115.9,113.8,126.3,138.6,119.7,102.6,97.9,72.7,70.9,73.1,86,85.9,1225.6
118021566,Maroubra - North,92.8,105.4,114.9,116.9,119.3,129.1,79.1,74,69,68,79.6,72.8,1119.8
118021567,Maroubra - South,92.8,105.4,114.9,116.9,119.3,129.1,79.1,74,69,68,79.6,72.8,1119.8
118021568,Maroubra - West,92.8,105.4,114.9,116.9,119.3,129.1,79.1,74,69,68,79.6,72.8,1119.8
117021326,Marrickville,80,104.9,111.1,102.4,93.2,111.1,80.2,65.7,55.5,63.3,68.2,73.6,1007.7
117011322,Mascot - Eastlakes,93.8,114.3,120.7,105,95.3,124.8,69.2,75.6,59.7,70.1,79.5,72.8,1079.1
128021535,Menai - Lucas Heights - Woronora,95.1,108.5,123.7,90.3,74.5,104,54.6,69.7,51.1,70.1,89.9,76.3,999.5
125031485,Merrylands - Holroyd,103.6,132.8,115,89.1,77.3,78.2,47.3,51.8,53.2,71.6,97.2,76.6,997.1
123021443,Minto - St Andrews,75.6,93.8,88.7,52,49.7,68.5,37.9,42.8,41.8,48.8,71.4,62,724.9
128011530,Miranda - Yowie Bay,96.9,108.1,122.6,111.9,106.7,116.7,81.7,74.6,59.9,70,78.3,78,1105.2
119041380,Monterey - Brighton-le-Sands - Kyeemagh,93.8,114.3,120.7,105,95.3,124.8,69.2,75.6,59.7,70.1,79.5,72.8,1079.1
111021218,Morisset - Cooranbong,98.7,153.6,148.1,116.7,78.2,107.1,75.9,57.8,56.7,72.2,92.2,82,1127.3
119031369,Mortdale - Penshurst,86.5,118.5,109.5,118.1,93.4,103.3,68,77.2,57.8,64,94.3,79.2,1069.5
121041415,Mosman,111.5,116.8,133.5,130.5,128.1,127.7,101,91.1,67.3,81.4,89.2,87.7,1265.1
123011435,Mount Annan - Currans Hill,78.7,99.4,86.7,38.2,35.1,83.5,31.9,37.9,36.6,47.4,69,63.3,719.6
116031317,Mount Druitt - Whalan,76.2,89.6,52.5,48.6,38.6,45.1,27.5,22.3,32.5,41.3,65.7,62.9,619.9
124031463,Mulgoa - Luddenham - Orchard Hills,98.4,112.5,100.1,62.5,55.3,56,36.3,40.1,36.8,55.3,77.8,73.8,819.9
102011035,Narara,117.6,144,160.2,118.5,75.2,138.9,67.2,49.4,64.5,103.2,105.1,89.4,1222.4
122031431,Narrabeen - Collaroy,116.4,132.6,140.1,103.6,104.8,143.2,68.7,62.1,68.7,64.3,85.8,69.7,1180.5
119031370,Narwee - Beverly Hills,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
121041416,Neutral Bay - Kirribilli,102.4,115.6,138.1,120,119.5,135.9,97.2,85.3,68,75.6,85.2,81.8,1228.8
122021422,Newport - Bilgola,103.2,138.6,129.2,108.6,103,109.6,69.5,84.1,65.5,82.4,94.4,89.5,1152.4
117031332,Newtown - Camperdown - Darlington,80,104.9,111.1,102.4,93.2,111.1,80.2,65.7,55.5,63.3,68.2,73.6,1007.7
102011036,Niagara Park - Lisarow,117.6,144,160.2,118.5,75.2,138.9,67.2,49.4,64.5,103.2,105.1,89.4,1222.4
121021406,Normanhurst - Thornleigh - Westleigh,98.9,146.8,167,120.1,48.6,121.9,41.6,58.4,55.9,94.5,87.7,92.2,1156.9
125041489,North Parramatta,100.7,126.2,117,87.1,66.4,91.7,46.1,55.5,49.8,68.5,82.8,72.8,966
125041490,North Rocks,108.2,123.8,140.3,85.4,38.3,144.4,43,62.1,46.7,66.1,76.2,80.7,1040.6
126021501,North Ryde - East Ryde,108.2,123.8,140.3,85.4,38.3,144.4,43,62.1,46.7,66.1,76.2,80.7,1040.6
121041417,North Sydney - Lavender Bay,104.7,142.9,159.2,120.4,96.2,131.9,62.4,95.3,66.7,92.1,129.1,96.1,1302.2
125041491,Northmead,100.7,126.2,117,87.1,66.4,91.7,46.1,55.5,49.8,68.5,82.8,72.8,966
125021478,Oatlands - Dundas Valley,100.7,126.2,117,87.1,66.4,91.7,46.1,55.5,49.8,68.5,82.8,72.8,966
119031371,Oatley - Hurstville Grove,86.5,118.5,109.5,118.1,93.4,103.3,68,77.2,57.8,64,94.3,79.2,1069.5
103011061,Oberon,79.6,62.1,67.5,56.7,59.8,77.9,69.9,74.4,66.9,77.4,70.8,74.5,835.7
102021051,Ourimbah - Fountaindale,140.5,189.7,176.8,119.3,107.2,129.4,62.7,76,64.6,94.5,107.8,104.6,1404.9
128021536,Oyster Bay - Como - Jannali,76.1,133.6,110.2,95,86.6,91.3,63.4,74.1,42.8,57.1,80.1,67,957.1
118011345,Paddington - Moore Park,104.3,115.1,133.2,127.7,121.3,130.1,103.9,86.2,70.9,82.5,85.6,82.9,1254.7
119011358,Padstow,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
117011323,Pagewood - Hillsdale - Daceyville,115.7,132,150.4,122.9,124.2,161.6,84.4,91.7,66.8,82.5,97.9,79.9,1315.1
119011359,Panania - Milperra - Picnic Point,66.1,100.2,64,56.2,44.3,71.9,23,26.1,31.6,58.2,48.5,67.6,638.2
116021310,Parklea - Kellyville Ridge,90.3,121.8,89.3,81.9,72.2,69.9,42.5,50.7,49.4,61.5,83.9,67.3,874.7
125041492,Parramatta - Rosehill,100.7,126.2,117,87.1,66.4,91.7,46.1,55.5,49.8,68.5,82.8,72.8,966
119031372,Peakhurst - Lugarno,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
125041588,Pendle Hill - Girraween,81.2,138.7,112.6,69.7,40.2,85.2,37.8,36.2,39.8,61.8,70.6,70.9,854.9
126011496,Pennant Hills - Cheltenham,136.9,160.6,188.4,111.2,57.9,157.5,71.4,73.6,65.5,93.6,105.8,113.7,1335.2
124031464,Penrith,92.3,122.1,92,46.7,35.9,48.8,30.6,29.8,32.4,56,79.8,63.1,721.6
117021327,Petersham - Stanmore,80,104.9,111.1,102.4,93.2,111.1,80.2,65.7,55.5,63.3,68.2,73.6,1007.7
123031447,Picton - Tahmoor - Buxton,86.2,91,88.9,68.6,55,67.2,48.7,44.3,43.5,62.6,71.5,69.9,800.9
115041301,Pitt Town - McGraths Hill,70.7,110.4,97.5,55.4,42.8,61.1,31.1,41.6,35,46.5,67.1,70.9,716.8
102011037,Point Clare - Koolewong,163.5,109,256.4,40.2,17.6,161.2,46,212.6,112.6,49.8,21.8,3,1087.2
117011324,Port Botany Industrial,92.8,105.4,114.9,116.9,119.3,129.1,79.1,74,69,68,79.6,72.8,1119.8
117031333,Potts Point - Woolloomooloo,87.9,94.5,97,88.4,81.9,86.6,66.3,56.8,49.9,62.5,70.4,71.7,910
127031600,Prestons - Edmondson Park,81.9,126.2,89.2,63,35.7,87.9,28.3,31.2,33.1,41,55.8,61.4,707.8
116031318,Prospect Reservoir,94.8,99.2,100.6,75.1,68.9,76.7,56.3,50.4,46.4,59.2,72.4,75.8,876.8
119021366,Punchbowl,78,115.2,95.1,94.8,73,107.2,57.3,61.8,48.1,63.2,73.8,64.1,972.5
126021590,Putney,103.2,126.5,130.5,103.3,93.9,121.6,66.5,71.9,60.7,75.2,87.2,77.2,1127.9
121031409,Pymble,123.9,136.3,142.1,115.4,108.3,123.2,85.1,77.6,67.2,82.4,91.2,91.6,1241.1
117031334,Pyrmont - Ultimo,102.4,115.6,138.1,120,119.5,135.9,97.2,85.3,68,75.6,85.2,81.8,1228.8
116021563,Quakers Hill,104.1,113.3,94.2,67.4,70.6,79.7,41.2,52.2,38,64.6,84.2,70.1,913.4
118021569,Randwick - North,100.2,114.5,136.2,115.5,115.9,138.4,95.5,86.8,66,75.5,82.6,76.1,1201.2
118021570,Randwick - South,115.7,132,150.4,122.9,124.2,161.6,84.4,91.7,66.8,82.5,97.9,79.9,1315.1
117031335,Redfern - Chippendale,115.7,132,150.4,122.9,124.2,161.6,84.4,91.7,66.8,82.5,97.9,79.9,1315.1
125011587,Regents Park,84.4,109.8,66,89.2,88.2,75.8,63.5,56.7,52.7,64.9,76.2,58,911.8
119011360,Revesby,90.7,119.8,105.9,90.9,83.8,105.6,60,70.4,47.5,68.2,75,71.5,1009
124041466,Richmond - Clarendon,96,94.4,90.9,67,56,61.1,44.5,42,42.1,57,72.8,75.8,797
116021312,Riverstone - Marsden Park,86,117.2,83.5,90.7,52.9,76.1,33.3,48.8,42.1,54.1,73.1,73.3,901.1
119031373,Riverwood,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
119041381,Rockdale - Banksia,93.8,114.3,120.7,105,95.3,124.8,69.2,75.6,59.7,70.1,79.5,72.8,1079.1
125011475,Rookwood Cemetery,84.4,109.8,66,89.2,88.2,75.8,63.5,56.7,52.7,64.9,76.2,58,911.8
116031319,Rooty Hill - Minchinbury,104.1,113.3,94.2,67.4,70.6,79.7,41.2,52.2,38,64.6,84.2,70.1,913.4
118011346,Rose Bay - Vaucluse - Watsons Bay,91,149.5,170.9,124.4,82.2,205.6,98.2,72.6,58.3,61.2,92.2,77.2,1350.3
119021367,Roselands,86.1,103.3,117.1,73.3,71.3,92.3,46.9,54.1,44.9,65.6,72.2,54,891
123021444,Rosemeadow - Glen Alpine,57,88.3,85.5,43.9,32.4,75.3,29.9,27.9,31,47.2,48,51.9,638.4
115041302,Rouse Hill - Beaumont Hills,86,117.2,83.5,90.7,52.9,76.1,33.3,48.8,42.1,54.1,73.1,73.3,901.1
128021537,Royal National Park,87.8,122.2,122,117.7,102.5,120.2,64.9,68.2,55.3,68.2,91.4,76,1096.9
126021591,Ryde,108.2,123.8,140.3,85.4,38.3,144.4,43,62.1,46.7,66.1,76.2,80.7,1040.6
119041382,Sans Souci - Ramsgate,92.8,101.2,117.2,107.6,100.7,111.8,85.6,70.8,60.6,69.9,75.6,74.4,1078
102011038,Saratoga - Davistown,130.3,160.8,157.6,133.7,125.7,149.8,70,75.2,72.9,87.7,97.6,95.6,1341.9
116011308,Seven Hills - Toongabbie,102.2,116,111.2,73.1,65.4,80.5,43.6,54.3,46.6,70.3,80.2,73.1,913.8
106011113,Singleton Region,62.3,85.6,66.3,58.5,27.9,65.7,23.9,29.5,37.8,45,76.7,71.6,657.6
127021519,Smithfield - Wetherill Park,94.8,99.2,100.6,75.1,68.9,76.7,56.3,50.4,46.4,59.2,72.4,75.8,876.8
125031486,Smithfield Industrial,94.8,99.2,100.6,75.1,68.9,76.7,56.3,50.4,46.4,59.2,72.4,75.8,876.8
119031374,South Hurstville - Blakehurst,106,107.6,119.5,106.1,93.6,114,61.1,76.1,58.1,72.7,80.1,73.7,1062.2
124011454,Springwood - Winmalee,125,141.3,130.2,86.9,70.2,77.2,55,52.8,54.7,73.4,95.4,101.8,1082
